"Code Commune","Libellé des communes","Typo degré de Densité","Région","Population municipale 2017","Part population Dense (1)","Part population Densité Intermédiaire (2)","Part population Peu dense (3)","Part population Très peu dense (4)",,,,
55350,Montigny-lès-Vaucouleurs,4,44,68,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55351,Montmédy,3,44,2136,0.00 %,0.00 %,94.98 %,5.02 %,,,,
55352,Montplonne,4,44,141,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55353,Montsec,4,44,85,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55355,Montzéville,4,44,155,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55356,Moranville,4,44,108,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55357,Morgemoulin,4,44,111,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55358,Chanteraine,4,44,185,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55359,Morley,4,44,205,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55360,Mouilly,4,44,113,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55361,Moulainville,4,44,124,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55362,Moulins-Saint-Hubert,4,44,176,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55363,Moulotte,4,44,101,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55364,Mouzay,3,44,692,0.00 %,0.00 %,98.04 %,1.96 %,,,,
55365,Murvaux,4,44,141,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55366,Val-d'Ornain,3,44,988,0.00 %,0.00 %,98.01 %,1.99 %,,,,
55367,Muzeray,4,44,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55368,Naives-en-Blois,4,44,151,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55369,Naives-Rosières,3,44,802,0.00 %,0.00 %,99.14 %,0.86 %,,,,
55370,Naix-aux-Forges,3,44,221,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55371,Nançois-le-Grand,4,44,73,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55372,Nançois-sur-Ornain,3,44,384,0.00 %,0.00 %,99.74 %,0.26 %,,,,
55373,Nant-le-Grand,4,44,79,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55374,Nant-le-Petit,4,44,78,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55375,Nantillois,4,44,63,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55376,Nantois,3,44,85,0.00 %,0.00 %,84.62 %,15.38 %,,,,
55377,Nepvant,3,44,86,0.00 %,0.00 %,94.05 %,5.95 %,,,,
55378,Nettancourt,4,44,252,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55379,Le Neufour,4,44,72,0.00 %,0.00 %,2.76 %,97.24 %,,,,
55380,Neuville-en-Verdunois,4,44,58,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55381,Neuville-lès-Vaucouleurs,4,44,176,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55382,Neuville-sur-Ornain,3,44,362,0.00 %,0.00 %,96.45 %,3.55 %,,,,
55383,Neuvilly-en-Argonne,4,44,216,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55384,Nicey-sur-Aire,4,44,123,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55385,Nixéville-Blercourt,3,44,494,0.00 %,0.00 %,64.92 %,35.08 %,,,,
55386,Nonsard-Lamarche,4,44,210,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55387,Nouillonpont,4,44,238,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55388,Noyers-Auzécourt,4,44,281,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55389,Nubécourt,4,44,249,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55391,Olizy-sur-Chiers,3,44,192,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55394,Ornes,4,44,5,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55395,Osches,4,44,55,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55396,Ourches-sur-Meuse,4,44,221,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55397,Pagny-la-Blanche-Côte,4,44,237,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55398,Pagny-sur-Meuse,3,44,1023,0.00 %,0.00 %,99.50 %,0.50 %,,,,
55399,Pareid,4,44,119,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55400,Parfondrupt,3,44,45,0.00 %,0.00 %,97.62 %,2.38 %,,,,
55401,Les Paroches,3,44,416,0.00 %,0.00 %,99.25 %,0.75 %,,,,
55403,Peuvillers,4,44,55,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55404,Pierrefitte-sur-Aire,3,44,316,0.00 %,0.00 %,98.71 %,1.29 %,,,,
55405,Pillon,4,44,264,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55406,Pintheville,4,44,110,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55407,Pont-sur-Meuse,3,44,133,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55408,Pouilly-sur-Meuse,4,44,178,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55409,Pretz-en-Argonne,4,44,72,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55410,Quincy-Landzécourt,4,44,140,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55411,Rambluzin-et-Benoite-Vaux,4,44,102,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55412,Rambucourt,4,44,189,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55414,Rancourt-sur-Ornain,4,44,191,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55415,Ranzières,4,44,82,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55416,Rarécourt,4,44,222,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55419,Récicourt,4,44,167,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55420,Récourt-le-Creux,4,44,77,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55421,Reffroy,4,44,73,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55422,Regnéville-sur-Meuse,4,44,51,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55423,Rembercourt-Sommaisne,3,44,353,0.00 %,0.00 %,91.35 %,8.65 %,,,,
55424,Remennecourt,4,44,55,0.00 %,0.00 %,4.55 %,95.45 %,,,,
55425,Remoiville,4,44,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55426,Resson,3,44,391,0.00 %,0.00 %,99.49 %,0.51 %,,,,
55427,Revigny-sur-Ornain,3,44,2805,0.00 %,0.00 %,98.90 %,1.10 %,,,,
55428,Réville-aux-Bois,4,44,116,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55429,Riaville,4,44,43,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55430,Ribeaucourt,4,44,72,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55431,Richecourt,4,44,59,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55433,Rigny-la-Salle,3,44,365,0.00 %,0.00 %,99.20 %,0.80 %,,,,
55434,Rigny-Saint-Martin,3,44,53,0.00 %,0.00 %,98.21 %,1.79 %,,,,
55435,Robert-Espagne,3,44,823,0.00 %,0.00 %,99.38 %,0.62 %,,,,
55436,Les Roises,4,44,30,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55437,Romagne-sous-les-Côtes,4,44,118,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55438,Romagne-sous-Montfaucon,4,44,184,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55439,Ronvaux,4,44,88,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55442,Raival,4,44,254,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55443,Rouvres-en-Woëvre,3,44,604,0.00 %,0.00 %,97.22 %,2.78 %,,,,
55444,Rouvrois-sur-Meuse,4,44,207,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55445,Rouvrois-sur-Othain,4,44,194,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55446,Rumont,4,44,83,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55447,Rupt-aux-Nonains,4,44,371,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55448,Rupt-devant-Saint-Mihiel,4,44,56,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55449,Rupt-en-Woëvre,4,44,299,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55450,Rupt-sur-Othain,4,44,44,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55452,Saint-Amand-sur-Ornain,4,44,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55453,Saint-André-en-Barrois,4,44,66,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55454,Saint-Aubin-sur-Aire,4,44,171,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55456,Saint-Germain-sur-Meuse,4,44,257,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55457,Saint-Hilaire-en-Woëvre,4,44,174,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55458,Saint-Jean-lès-Buzy,3,44,370,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55459,Saint-Joire,3,44,239,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55460,Saint-Julien-sous-les-Côtes,4,44,140,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55461,Saint-Laurent-sur-Othain,3,44,506,0.00 %,0.00 %,98.97 %,1.03 %,,,,
55462,Saint-Maurice-sous-les-Côtes,3,44,352,0.00 %,0.00 %,98.35 %,1.65 %,,,,
55463,Saint-Mihiel,3,44,4112,0.00 %,0.00 %,99.83 %,0.17 %,,,,
55464,Saint-Pierrevillers,4,44,156,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55465,Saint-Remy-la-Calonne,4,44,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55466,Salmagne,3,44,301,0.00 %,0.00 %,99.02 %,0.98 %,,,,
55467,Sampigny,3,44,706,0.00 %,0.00 %,98.44 %,1.56 %,,,,
55468,Samogneux,4,44,95,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55469,Sassey-sur-Meuse,4,44,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55470,Saudrupt,4,44,198,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55471,Saulmory-Villefranche,4,44,87,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55472,Saulvaux,4,44,115,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55473,Saulx-lès-Champlon,4,44,118,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55474,Sauvigny,4,44,232,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55475,Sauvoy,4,44,62,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55476,Savonnières-devant-Bar,3,44,474,0.00 %,38.72 %,60.64 %,0.64 %,,,,
55477,Savonnières-en-Perthois,3,44,409,0.00 %,0.00 %,97.93 %,2.07 %,,,,
55479,Seigneulles,4,44,173,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55481,Senon,4,44,336,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55482,Senoncourt-les-Maujouy,4,44,95,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55484,Septsarges,4,44,47,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55485,Sepvigny,4,44,74,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55487,Seuzey,4,44,115,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55488,Silmont,3,44,159,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55489,Sivry-la-Perche,4,44,274,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55490,Sivry-sur-Meuse,3,44,337,0.00 %,0.00 %,99.38 %,0.62 %,,,,
55492,Sommedieue,3,44,977,0.00 %,0.00 %,97.66 %,2.34 %,,,,
55493,Sommeilles,4,44,204,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55494,Sommelonne,3,44,455,0.00 %,0.00 %,98.46 %,1.54 %,,,,
55495,Sorbey,4,44,272,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55496,Sorcy-Saint-Martin,3,44,1105,0.00 %,0.00 %,99.44 %,0.56 %,,,,
55497,Les Souhesmes-Rampont,4,44,343,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55498,Souilly,3,44,446,0.00 %,0.00 %,99.19 %,0.81 %,,,,
55500,Spincourt,3,44,841,0.00 %,0.00 %,72.87 %,27.13 %,,,,
55501,Stainville,3,44,418,0.00 %,0.00 %,97.50 %,2.50 %,,,,
55502,Stenay,3,44,2597,0.00 %,0.00 %,99.28 %,0.72 %,,,,
55503,Taillancourt,4,44,127,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55504,Tannois,3,44,403,0.00 %,0.00 %,99.51 %,0.49 %,,,,
55505,Thierville-sur-Meuse,2,44,3118,0.00 %,93.97 %,5.27 %,0.76 %,,,,
55506,Thillombois,4,44,30,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55507,Thillot,4,44,232,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55508,Thonne-la-Long,3,44,333,0.00 %,0.00 %,99.38 %,0.62 %,,,,
55509,Thonne-le-Thil,4,44,269,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55510,Thonne-les-Près,4,44,135,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55511,Thonnelle,4,44,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55512,Tilly-sur-Meuse,4,44,288,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55514,Trémont-sur-Saulx,3,44,607,0.00 %,0.00 %,99.19 %,0.81 %,,,,
55515,Trésauvaux,4,44,70,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55516,Tréveray,3,44,572,0.00 %,0.00 %,97.81 %,2.19 %,,,,
55517,Seuil-d'Argonne,3,44,519,0.00 %,0.00 %,82.15 %,17.85 %,,,,
55518,Cousances-lès-Triconville,4,44,140,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55519,Tronville-en-Barrois,3,44,1438,0.00 %,0.00 %,99.78 %,0.22 %,,,,
55520,Troussey,3,44,464,0.00 %,0.00 %,97.45 %,2.55 %,,,,
55521,Troyon,4,44,263,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55522,Ugny-sur-Meuse,4,44,109,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55523,Vacherauville,4,44,177,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55525,Vadelaincourt,4,44,80,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55526,Vadonville,3,44,260,0.00 %,0.00 %,99.62 %,0.38 %,,,,
55527,Varennes-en-Argonne,3,44,655,0.00 %,0.00 %,99.83 %,0.17 %,,,,
55528,Varnéville,4,44,54,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55530,Valbois,4,44,93,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55531,Vassincourt,4,44,266,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55532,Vaubecourt,4,44,314,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55533,Vaucouleurs,3,44,1943,0.00 %,0.00 %,99.26 %,0.74 %,,,,
55534,Vaudeville-le-Haut,4,44,55,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55535,Vaudoncourt,4,44,89,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55536,Vauquois,4,44,17,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55537,Douaumont-Vaux,4,44,81,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55540,Vaux-lès-Palameix,4,44,57,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55541,Vavincourt,3,44,514,0.00 %,0.00 %,99.62 %,0.38 %,,,,
55543,Velaines,3,44,950,0.00 %,0.00 %,99.79 %,0.21 %,,,,
55544,Velosnes,4,44,165,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55545,Verdun,2,44,17475,0.00 %,96.84 %,2.59 %,0.57 %,,,,
55546,Verneuil-Grand,4,44,203,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55547,Verneuil-Petit,4,44,123,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55549,Véry,4,44,90,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55551,Vigneulles-lès-Hattonchâtel,3,44,1572,0.00 %,0.00 %,63.16 %,36.84 %,,,,
55552,Vigneul-sous-Montmédy,4,44,87,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55553,Vignot,2,44,1309,0.00 %,81.48 %,15.29 %,3.23 %,,,,
55554,Villécloye,4,44,265,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55555,Ville-devant-Belrain,4,44,35,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55556,Ville-devant-Chaumont,4,44,50,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55557,Ville-en-Woëvre,4,44,123,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55559,Villeroy-sur-Méholle,4,44,37,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55560,Villers-aux-Vents,4,44,132,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55561,Villers-devant-Dun,4,44,52,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55562,Villers-le-Sec,4,44,125,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55563,Villers-lès-Mangiennes,4,44,81,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55565,Villers-sous-Pareid,4,44,79,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55566,Villers-sur-Meuse,4,44,307,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55567,Ville-sur-Cousances,4,44,140,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55568,Ville-sur-Saulx,3,44,287,0.00 %,0.00 %,100.00 %,0.00 %,,,,
55569,Villotte-devant-Louppy,4,44,164,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55570,Villotte-sur-Aire,4,44,200,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55571,Vilosnes-Haraumont,4,44,221,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55572,Vittarville,4,44,78,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55573,Void-Vacon,3,44,1639,0.00 %,0.00 %,88.40 %,11.60 %,,,,
55574,Vouthon-Bas,4,44,49,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55575,Vouthon-Haut,4,44,84,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55577,Waly,4,44,60,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55578,Warcq,3,44,196,0.00 %,0.00 %,98.77 %,1.23 %,,,,
55579,Watronville,4,44,105,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55580,Wavrille,4,44,50,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55581,Willeroncourt,4,44,107,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55582,Wiseppe,4,44,97,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55583,Woël,4,44,200,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55584,Woimbey,4,44,122,0.00 %,0.00 %,0.00 %,100.00 %,,,,
55586,Xivray-et-Marvoisin,4,44,99,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56001,Allaire,3,53,3854,0.00 %,0.00 %,97.22 %,2.78 %,,,,
56002,Ambon,3,53,1817,0.00 %,0.00 %,71.36 %,28.64 %,,,,
56003,Arradon,3,53,5340,0.00 %,7.79 %,91.45 %,0.76 %,,,,
56004,Arzal,3,53,1656,0.00 %,0.00 %,97.30 %,2.70 %,,,,
56005,Arzon,3,53,2073,0.00 %,0.00 %,99.29 %,0.71 %,,,,
56006,Augan,3,53,1547,0.00 %,0.00 %,81.63 %,18.37 %,,,,
56007,Auray,2,53,13627,0.00 %,96.25 %,3.75 %,0.00 %,,,,
56008,Baden,3,53,4340,0.00 %,0.00 %,98.98 %,1.02 %,,,,
56009,Bangor,3,53,999,0.00 %,0.00 %,89.44 %,10.56 %,,,,
56010,Baud,3,53,6261,0.00 %,0.00 %,97.34 %,2.66 %,,,,
56011,Béganne,3,53,1404,0.00 %,0.00 %,88.00 %,12.00 %,,,,
56012,Beignon,3,53,1863,0.00 %,0.00 %,98.76 %,1.24 %,,,,
56013,Belz,2,53,3711,0.00 %,54.81 %,44.24 %,0.95 %,,,,
56014,Berné,3,53,1531,0.00 %,0.00 %,94.23 %,5.77 %,,,,
56015,Berric,3,53,1904,0.00 %,0.00 %,97.55 %,2.45 %,,,,
56017,Bignan,3,53,2791,0.00 %,3.11 %,88.74 %,8.15 %,,,,
56018,Billiers,3,53,959,0.00 %,0.00 %,95.99 %,4.01 %,,,,
56019,Billio,3,53,353,0.00 %,0.00 %,92.68 %,7.32 %,,,,
56020,Bohal,3,53,830,0.00 %,0.00 %,98.28 %,1.72 %,,,,
56021,Brandérion,3,53,1429,0.00 %,0.00 %,99.44 %,0.56 %,,,,
56022,Brandivy,3,53,1280,0.00 %,0.00 %,95.11 %,4.89 %,,,,
56023,Brech,3,53,6637,0.00 %,39.92 %,59.32 %,0.76 %,,,,
56024,Bréhan,3,53,2305,0.00 %,0.00 %,74.08 %,25.92 %,,,,
56025,Brignac,4,53,186,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56026,Bubry,3,53,2374,0.00 %,0.00 %,77.59 %,22.41 %,,,,
56027,Buléon,3,53,534,0.00 %,0.00 %,83.03 %,16.97 %,,,,
56028,Caden,3,53,1630,0.00 %,0.00 %,87.86 %,12.14 %,,,,
56029,Calan,3,53,1206,0.00 %,0.00 %,85.07 %,14.93 %,,,,
56030,Camoël,3,53,1007,0.00 %,0.00 %,82.25 %,17.75 %,,,,
56031,Camors,3,53,3030,0.00 %,0.00 %,98.30 %,1.70 %,,,,
56032,Campénéac,3,53,1903,0.00 %,0.00 %,69.60 %,30.40 %,,,,
56033,Carentoir,3,53,3165,0.00 %,0.00 %,91.32 %,8.68 %,,,,
56034,Carnac,3,53,4251,0.00 %,0.00 %,99.06 %,0.94 %,,,,
56035,Caro,3,53,1151,0.00 %,0.00 %,59.57 %,40.43 %,,,,
56036,Caudan,2,53,6838,0.00 %,62.94 %,37.02 %,0.04 %,,,,
56039,La Chapelle-Neuve,3,53,980,0.00 %,0.00 %,89.61 %,10.39 %,,,,
56040,Cléguer,3,53,3323,0.00 %,0.00 %,97.76 %,2.24 %,,,,
56041,Cléguérec,3,53,2906,0.00 %,0.00 %,84.24 %,15.76 %,,,,
56042,Colpo,3,53,2222,0.00 %,0.00 %,97.09 %,2.91 %,,,,
56043,Concoret,3,53,734,0.00 %,0.00 %,73.34 %,26.66 %,,,,
56044,Cournon,3,53,761,0.00 %,0.00 %,91.60 %,8.40 %,,,,
56045,Le Cours,3,53,670,0.00 %,0.00 %,95.16 %,4.84 %,,,,
56046,Crach,3,53,3339,0.00 %,7.04 %,91.35 %,1.62 %,,,,
56047,Crédin,3,53,1559,0.00 %,0.00 %,90.02 %,9.98 %,,,,
56048,Le Croisty,3,53,709,0.00 %,0.00 %,86.79 %,13.21 %,,,,
56049,Croixanvec,4,53,164,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56050,La Croix-Helléan,3,53,891,0.00 %,0.00 %,97.07 %,2.93 %,,,,
56051,Cruguel,3,53,651,0.00 %,0.00 %,90.21 %,9.79 %,,,,
56052,Damgan,3,53,1702,0.00 %,0.00 %,98.66 %,1.34 %,,,,
56053,Elven,3,53,6021,0.00 %,0.00 %,96.46 %,3.54 %,,,,
56054,Erdeven,3,53,3666,0.00 %,11.70 %,86.57 %,1.74 %,,,,
56055,Étel,2,53,1971,0.00 %,96.51 %,3.49 %,0.00 %,,,,
56056,Évriguet,4,53,181,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56057,Le Faouët,3,53,2803,0.00 %,0.00 %,89.67 %,10.33 %,,,,
56058,Férel,3,53,3220,0.00 %,0.00 %,98.87 %,1.13 %,,,,
56060,Les Fougerêts,3,53,945,0.00 %,0.00 %,95.15 %,4.85 %,,,,
56061,La Gacilly,3,53,3975,0.00 %,0.00 %,98.68 %,1.32 %,,,,
56062,Gâvres,2,53,675,0.00 %,88.07 %,11.93 %,0.00 %,,,,
56063,Gestel,2,53,2684,0.00 %,63.77 %,36.23 %,0.00 %,,,,
56065,Gourhel,3,53,702,0.00 %,0.00 %,100.00 %,0.00 %,,,,
56066,Gourin,3,53,3803,0.00 %,0.00 %,86.42 %,13.58 %,,,,
56067,Grand-Champ,3,53,5404,0.00 %,0.00 %,96.35 %,3.65 %,,,,
56068,La Grée-Saint-Laurent,4,53,336,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56069,Groix,3,53,2263,0.00 %,0.00 %,98.85 %,1.15 %,,,,
56070,Guégon,3,53,2287,0.00 %,0.00 %,92.77 %,7.23 %,,,,
56071,Guéhenno,3,53,796,0.00 %,0.00 %,84.07 %,15.93 %,,,,
56072,Gueltas,3,53,512,0.00 %,0.00 %,89.90 %,10.10 %,,,,
56073,Guémené-sur-Scorff,3,53,1061,0.00 %,0.00 %,100.00 %,0.00 %,,,,
56074,Guénin,3,53,1769,0.00 %,0.00 %,89.10 %,10.90 %,,,,
56075,Guer,3,53,6192,0.00 %,0.00 %,95.11 %,4.89 %,,,,
56076,Guern,3,53,1306,0.00 %,0.00 %,67.45 %,32.55 %,,,,
56077,Le Guerno,3,53,969,0.00 %,0.00 %,96.38 %,3.62 %,,,,
56078,Guidel,2,53,11550,0.00 %,65.25 %,34.43 %,0.32 %,,,,
56079,Guillac,3,53,1357,0.00 %,0.00 %,97.28 %,2.72 %,,,,
56080,Guilliers,3,53,1313,0.00 %,0.00 %,60.67 %,39.33 %,,,,
56081,Guiscriff,3,53,2088,0.00 %,0.00 %,59.79 %,40.21 %,,,,
56082,Helléan,3,53,375,0.00 %,0.00 %,82.60 %,17.40 %,,,,
56083,Hennebont,2,53,15678,0.00 %,94.98 %,4.78 %,0.23 %,,,,
56084,Le Hézo,3,53,813,0.00 %,0.00 %,98.60 %,1.40 %,,,,
56085,Hœdic,4,53,99,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56086,Île-d'Houat,4,53,231,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56087,Île-aux-Moines,3,53,606,0.00 %,0.00 %,96.12 %,3.88 %,,,,
56088,Île-d'Arz,4,53,225,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56089,Inguiniel,3,53,2158,0.00 %,0.00 %,85.12 %,14.88 %,,,,
56090,Inzinzac-Lochrist,2,53,6526,0.00 %,70.78 %,25.16 %,4.05 %,,,,
56091,Josselin,3,53,2495,0.00 %,0.00 %,99.87 %,0.13 %,,,,
56092,Kerfourn,3,53,838,0.00 %,0.00 %,77.21 %,22.79 %,,,,
56093,Kergrist,3,53,723,0.00 %,0.00 %,66.08 %,33.92 %,,,,
56094,Kervignac,3,53,6596,0.00 %,18.64 %,80.55 %,0.81 %,,,,
56096,Landaul,3,53,2298,0.00 %,0.00 %,96.90 %,3.10 %,,,,
56097,Landévant,3,53,3810,0.00 %,0.00 %,92.78 %,7.22 %,,,,
56098,Lanester,1,53,22728,78.48 %,18.98 %,2.27 %,0.26 %,,,,
56099,Langoëlan,4,53,380,0.00 %,0.00 %,0.00 %,100.00 %,,,,
56100,Langonnet,4,53,1757,0.00 %,0.00 %,38.50 %,61.50 %,,,,
56101,Languidic,3,53,7971,0.00 %,0.01 %,96.42 %,3.57 %,,,,
56102,Forges de Lanouée,3,53,2223,0.00 %,0.00 %,71.62 %,28.38 %,,,,
56103,Lantillac,3,53,306,0.00 %,0.00 %,85.69 %,14.31 %,,,,
56104,Lanvaudan,3,53,798,0.00 %,0.00 %,79.87 %,20.13 %,,,,
