"Code Commune","Libellé des communes","Typo degré de Densité","Région","Population municipale 2017","Part population Dense (1)","Part population Densité Intermédiaire (2)","Part population Peu dense (3)","Part population Très peu dense (4)",,,,
07214,Saint-Apollinaire-de-Rias,3,84,201,0.00 %,0.00 %,76.08 %,23.92 %,,,,
07215,Saint-Barthélemy-le-Meil,4,84,195,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07216,Saint-Barthélemy-Grozon,3,84,506,0.00 %,0.00 %,78.85 %,21.15 %,,,,
07217,Saint-Barthélemy-le-Plain,3,84,825,0.00 %,0.00 %,92.36 %,7.64 %,,,,
07218,Saint-Basile,4,84,353,0.00 %,0.00 %,37.30 %,62.70 %,,,,
07219,Saint-Bauzile,4,84,308,0.00 %,0.00 %,28.35 %,71.65 %,,,,
07220,Saint-Christol,4,84,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07221,Saint-Cierge-la-Serre,4,84,249,0.00 %,0.00 %,10.45 %,89.55 %,,,,
07222,Saint-Cierge-sous-le-Cheylard,3,84,203,0.00 %,0.00 %,95.25 %,4.75 %,,,,
07223,Saint-Cirgues-de-Prades,3,84,140,0.00 %,0.00 %,98.48 %,1.52 %,,,,
07224,Saint-Cirgues-en-Montagne,4,84,210,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07225,Saint-Clair,3,84,1119,0.00 %,49.83 %,49.63 %,0.54 %,,,,
07226,Saint-Clément,4,84,86,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07227,Saint-Cyr,3,84,1372,0.00 %,0.00 %,99.57 %,0.43 %,,,,
07228,Saint-Désirat,3,84,877,0.00 %,0.00 %,99.05 %,0.95 %,,,,
07229,Saint-Didier-sous-Aubenas,2,84,961,0.00 %,66.19 %,33.81 %,0.00 %,,,,
07230,Saint-Étienne-de-Boulogne,3,84,404,0.00 %,0.00 %,95.30 %,4.70 %,,,,
07231,Saint-Étienne-de-Fontbellon,2,84,2717,0.00 %,91.48 %,8.41 %,0.11 %,,,,
07232,Saint-Étienne-de-Lugdarès,4,84,419,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07233,Saint-Étienne-de-Serre,4,84,221,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07234,Saint-Étienne-de-Valoux,3,84,294,0.00 %,0.00 %,97.76 %,2.24 %,,,,
07235,Sainte-Eulalie,4,84,215,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07236,Saint-Félicien,3,84,1191,0.00 %,0.00 %,91.21 %,8.79 %,,,,
07237,Saint-Fortunat-sur-Eyrieux,3,84,775,0.00 %,0.00 %,92.68 %,7.32 %,,,,
07238,Saint-Genest-de-Beauzon,3,84,318,0.00 %,0.00 %,96.68 %,3.32 %,,,,
07239,Saint-Genest-Lachamp,4,84,104,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07240,Saint-Georges-les-Bains,2,84,2282,0.00 %,82.53 %,14.65 %,2.82 %,,,,
07241,Saint-Germain,3,84,710,0.00 %,0.00 %,93.41 %,6.59 %,,,,
07242,Saint-Gineis-en-Coiron,4,84,115,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07243,Saint-Jacques-d'Atticieux,3,84,309,0.00 %,0.00 %,96.32 %,3.68 %,,,,
07244,Saint-Jean-Chambre,4,84,265,0.00 %,0.00 %,21.74 %,78.26 %,,,,
07245,Saint-Jean-de-Muzols,2,84,2458,0.00 %,74.78 %,24.50 %,0.72 %,,,,
07247,Saint-Jean-le-Centenier,3,84,776,0.00 %,0.00 %,91.70 %,8.30 %,,,,
07248,Saint-Jean-Roure,4,84,258,0.00 %,0.00 %,29.31 %,70.69 %,,,,
07249,Saint-Jeure-d'Andaure,4,84,102,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07250,Saint-Jeure-d'Ay,3,84,479,0.00 %,0.00 %,93.33 %,6.67 %,,,,
07251,Saint-Joseph-des-Bancs,4,84,174,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07253,Saint-Julien-du-Gua,4,84,190,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07254,Saint-Julien-du-Serre,3,84,879,0.00 %,0.00 %,97.94 %,2.06 %,,,,
07255,Saint-Julien-en-Saint-Alban,3,84,1514,0.00 %,0.00 %,99.27 %,0.73 %,,,,
07257,Saint-Julien-le-Roux,4,84,109,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07258,Saint-Julien-Vocance,4,84,227,0.00 %,0.00 %,0.48 %,99.52 %,,,,
07259,Saint-Just-d'Ardèche,3,84,1684,0.00 %,0.00 %,97.77 %,2.23 %,,,,
07260,Saint-Lager-Bressac,3,84,922,0.00 %,0.00 %,96.88 %,3.12 %,,,,
07261,Saint-Laurent-du-Pape,2,84,1566,0.00 %,84.07 %,11.63 %,4.30 %,,,,
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,4,84,177,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07263,Saint-Laurent-sous-Coiron,4,84,100,0.00 %,0.00 %,39.37 %,60.63 %,,,,
07264,Saint-Marcel-d'Ardèche,3,84,2375,0.00 %,0.00 %,97.65 %,2.35 %,,,,
07265,Saint-Marcel-lès-Annonay,3,84,1422,0.00 %,0.00 %,95.71 %,4.29 %,,,,
07266,Sainte-Marguerite-Lafigère,4,84,107,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07267,Saint-Martial,4,84,251,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07268,Saint-Martin-d'Ardèche,3,84,979,0.00 %,0.00 %,99.41 %,0.59 %,,,,
07269,Saint-Martin-de-Valamas,3,84,1115,0.00 %,0.00 %,96.02 %,3.98 %,,,,
07270,Saint-Martin-sur-Lavezon,4,84,432,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07272,Saint-Maurice-d'Ardèche,3,84,306,0.00 %,0.00 %,97.45 %,2.55 %,,,,
07273,Saint-Maurice-d'Ibie,4,84,221,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07274,Saint-Maurice-en-Chalencon,3,84,220,0.00 %,0.00 %,91.40 %,8.60 %,,,,
07275,Saint-Mélany,4,84,111,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07276,Saint-Michel-d'Aurance,3,84,274,0.00 %,0.00 %,91.41 %,8.59 %,,,,
07277,Saint-Michel-de-Boulogne,3,84,156,0.00 %,0.00 %,91.94 %,8.06 %,,,,
07278,Saint-Michel-de-Chabrillanoux,3,84,354,0.00 %,0.00 %,89.60 %,10.40 %,,,,
07279,Saint-Montan,3,84,1897,0.00 %,0.00 %,94.12 %,5.88 %,,,,
07280,Saint-Paul-le-Jeune,3,84,970,0.00 %,0.00 %,95.19 %,4.81 %,,,,
07281,Saint-Péray,2,84,7692,0.36 %,83.83 %,14.97 %,0.85 %,,,,
07282,Saint-Pierre-de-Colombier,3,84,411,0.00 %,0.00 %,92.37 %,7.63 %,,,,
07283,Saint-Pierre-la-Roche,4,84,59,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07284,Saint-Pierre-Saint-Jean,4,84,145,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07285,Saint-Pierre-sur-Doux,4,84,107,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07286,Saint-Pierreville,3,84,544,0.00 %,0.00 %,69.40 %,30.60 %,,,,
07287,Saint-Pons,4,84,293,0.00 %,0.00 %,8.78 %,91.22 %,,,,
07288,Saint-Priest,3,84,1200,0.00 %,46.68 %,49.75 %,3.57 %,,,,
07289,Saint-Privat,2,84,1735,0.00 %,68.33 %,31.67 %,0.00 %,,,,
07290,Saint-Prix,3,84,276,0.00 %,0.00 %,86.67 %,13.33 %,,,,
07291,Saint-Remèze,3,84,871,0.00 %,0.00 %,95.69 %,4.31 %,,,,
07292,Saint-Romain-d'Ay,3,84,1214,0.00 %,0.00 %,98.56 %,1.44 %,,,,
07293,Saint-Romain-de-Lerps,3,84,873,0.00 %,0.00 %,93.71 %,6.29 %,,,,
07294,Saint-Sauveur-de-Cruzières,3,84,531,0.00 %,0.00 %,80.54 %,19.46 %,,,,
07295,Saint-Sauveur-de-Montagut,3,84,1111,0.00 %,0.00 %,94.34 %,5.66 %,,,,
07296,Saint-Sernin,3,84,1663,0.00 %,9.16 %,90.73 %,0.12 %,,,,
07297,Saint-Sylvestre,3,84,508,0.00 %,0.00 %,86.06 %,13.94 %,,,,
07298,Saint-Symphorien-sous-Chomérac,3,84,757,0.00 %,0.00 %,98.41 %,1.59 %,,,,
07299,Saint-Symphorien-de-Mahun,4,84,120,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07300,Saint-Thomé,3,84,445,0.00 %,0.00 %,75.30 %,24.70 %,,,,
07301,Saint-Victor,3,84,949,0.00 %,0.00 %,69.83 %,30.17 %,,,,
07302,Saint-Vincent-de-Barrès,3,84,837,0.00 %,0.00 %,97.60 %,2.40 %,,,,
07303,Saint-Vincent-de-Durfort,3,84,225,0.00 %,0.00 %,93.04 %,6.96 %,,,,
07304,Salavas,3,84,682,0.00 %,0.00 %,95.92 %,4.08 %,,,,
07305,Les Salelles,3,84,366,0.00 %,0.00 %,65.44 %,34.56 %,,,,
07306,Sampzon,3,84,228,0.00 %,0.00 %,95.13 %,4.87 %,,,,
07307,Sanilhac,4,84,446,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07308,Sarras,2,84,2199,0.00 %,87.98 %,8.00 %,4.02 %,,,,
07309,Satillieu,3,84,1546,0.00 %,0.00 %,90.51 %,9.49 %,,,,
07310,Savas,3,84,900,0.00 %,42.59 %,42.26 %,15.15 %,,,,
07311,Sceautres,4,84,144,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07312,Sécheras,3,84,554,0.00 %,0.00 %,99.44 %,0.56 %,,,,
07313,Serrières,3,84,1146,0.00 %,0.00 %,100.00 %,0.00 %,,,,
07314,Silhac,3,84,368,0.00 %,0.00 %,61.48 %,38.52 %,,,,
07315,La Souche,3,84,370,0.00 %,0.00 %,83.27 %,16.73 %,,,,
07316,Soyons,2,84,2238,0.81 %,85.13 %,14.06 %,0.00 %,,,,
07317,Talencieux,3,84,1067,0.00 %,0.00 %,99.18 %,0.82 %,,,,
07318,Tauriers,3,84,192,0.00 %,0.00 %,95.07 %,4.93 %,,,,
07319,Le Teil,2,84,8677,0.00 %,93.28 %,6.31 %,0.41 %,,,,
07321,Thorrenc,3,84,233,0.00 %,0.00 %,99.59 %,0.41 %,,,,
07322,Thueyts,3,84,1203,0.00 %,0.00 %,94.27 %,5.73 %,,,,
07323,Toulaud,3,84,1700,0.00 %,2.14 %,93.11 %,4.75 %,,,,
07324,Tournon-sur-Rhône,2,84,10307,0.00 %,96.09 %,3.25 %,0.67 %,,,,
07325,Ucel,2,84,2043,0.00 %,57.25 %,42.75 %,0.00 %,,,,
07326,Usclades-et-Rieutord,4,84,115,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07327,Uzer,3,84,414,0.00 %,0.00 %,99.28 %,0.72 %,,,,
07328,Vagnas,3,84,544,0.00 %,0.00 %,66.97 %,33.03 %,,,,
07329,Valgorge,3,84,436,0.00 %,0.00 %,82.05 %,17.95 %,,,,
07330,Vallon-Pont-d'Arc,3,84,2382,0.00 %,0.00 %,98.56 %,1.44 %,,,,
07331,Vals-les-Bains,2,84,3582,0.00 %,62.95 %,35.35 %,1.70 %,,,,
07332,Valvignères,3,84,466,0.00 %,0.00 %,86.77 %,13.23 %,,,,
07333,Vanosc,3,84,936,0.00 %,0.00 %,89.67 %,10.33 %,,,,
07334,Les Vans,3,84,2672,0.00 %,0.00 %,95.49 %,4.51 %,,,,
07335,Vaudevant,3,84,205,0.00 %,0.00 %,74.54 %,25.46 %,,,,
07336,Vernon,3,84,232,0.00 %,0.00 %,97.46 %,2.54 %,,,,
07337,Vernosc-lès-Annonay,2,84,2647,0.00 %,63.66 %,34.48 %,1.85 %,,,,
07338,Vernoux-en-Vivarais,3,84,1958,0.00 %,0.00 %,93.05 %,6.95 %,,,,
07339,Vesseaux,3,84,1928,0.00 %,0.00 %,99.45 %,0.55 %,,,,
07340,Veyras,2,84,1527,0.00 %,74.11 %,23.33 %,2.56 %,,,,
07341,Villeneuve-de-Berg,3,84,2944,0.00 %,0.00 %,96.72 %,3.28 %,,,,
07342,Villevocance,3,84,1171,0.00 %,0.00 %,98.14 %,1.86 %,,,,
07343,Vinezac,3,84,1371,0.00 %,0.00 %,97.76 %,2.24 %,,,,
07344,Vinzieux,3,84,453,0.00 %,0.00 %,99.33 %,0.67 %,,,,
07345,Vion,3,84,939,0.00 %,0.00 %,91.76 %,8.24 %,,,,
07346,Viviers,3,84,3730,0.00 %,0.00 %,98.69 %,1.31 %,,,,
07347,Vocance,3,84,610,0.00 %,0.00 %,90.59 %,9.41 %,,,,
07348,Vogüé,3,84,1087,0.00 %,0.00 %,99.63 %,0.37 %,,,,
07349,La Voulte-sur-Rhône,2,84,4987,0.00 %,90.56 %,9.02 %,0.42 %,,,,
08001,Acy-Romance,2,44,446,0.00 %,89.73 %,5.36 %,4.91 %,,,,
08003,Aiglemont,2,44,1634,0.00 %,75.90 %,22.60 %,1.50 %,,,,
08004,Aire,3,44,220,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08005,Alincourt,4,44,150,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08006,Alland'Huy-et-Sausseuil,4,44,245,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08008,Amagne,3,44,725,0.00 %,0.00 %,99.87 %,0.13 %,,,,
08010,Ambly-Fleury,4,44,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08011,Anchamps,3,44,217,0.00 %,6.14 %,92.54 %,1.32 %,,,,
08013,Angecourt,3,44,392,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08014,Annelles,4,44,141,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08015,Antheny,4,44,99,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08016,Aouste,4,44,207,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08017,Apremont,4,44,117,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08018,Ardeuil-et-Montfauxelles,4,44,68,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08019,Les Grandes-Armoises,4,44,61,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08020,Les Petites-Armoises,4,44,63,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08021,Arnicourt,4,44,157,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08022,Arreux,3,44,324,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08023,Artaise-le-Vivier,4,44,66,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08024,Asfeld,3,44,1116,0.00 %,0.00 %,90.27 %,9.73 %,,,,
08025,Attigny,3,44,1128,0.00 %,0.00 %,98.96 %,1.04 %,,,,
08026,Aubigny-les-Pothées,3,44,315,0.00 %,0.00 %,93.19 %,6.81 %,,,,
08027,Auboncourt-Vauzelles,4,44,100,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08028,Aubrives,3,44,910,0.00 %,0.00 %,99.69 %,0.31 %,,,,
08029,Auflance,4,44,86,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08030,Auge,4,44,60,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08031,Aure,4,44,48,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08032,Aussonce,4,44,215,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08033,Authe,4,44,90,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08034,Autrecourt-et-Pourron,4,44,342,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08035,Autruche,4,44,69,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08036,Autry,4,44,117,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08037,Auvillers-les-Forges,3,44,877,0.00 %,0.00 %,99.25 %,0.75 %,,,,
08038,Avançon,3,44,313,0.00 %,0.00 %,97.24 %,2.76 %,,,,
08039,Avaux,3,44,466,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08040,Les Ayvelles,3,44,897,0.00 %,40.11 %,59.55 %,0.34 %,,,,
08041,Baâlons,4,44,207,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08043,Balan,2,44,1618,0.00 %,96.47 %,3.53 %,0.00 %,,,,
08044,Balham,3,44,152,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08045,Ballay,4,44,289,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08046,Banogne-Recouvrance,4,44,157,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08047,Barbaise,4,44,101,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08048,Barby,3,44,415,0.00 %,0.00 %,97.09 %,2.91 %,,,,
08049,Bar-lès-Buzancy,3,44,125,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08052,Bayonville,4,44,99,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08053,Bazeilles,2,44,2394,0.00 %,64.10 %,33.69 %,2.21 %,,,,
08055,Beaumont-en-Argonne,3,44,430,0.00 %,0.00 %,92.58 %,7.42 %,,,,
08056,Beffu-et-le-Morthomme,4,44,48,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08057,Belleville-et-Châtillon-sur-Bar,4,44,272,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08058,Belval,4,44,222,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08059,Belval-Bois-des-Dames,4,44,33,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08060,Bergnicourt,3,44,285,0.00 %,0.00 %,99.29 %,0.71 %,,,,
08061,La Berlière,4,44,40,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08062,Bertoncourt,4,44,127,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08063,La Besace,4,44,141,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08064,Biermes,3,44,307,0.00 %,0.00 %,99.04 %,0.96 %,,,,
08065,Bièvres,4,44,49,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08066,Bignicourt,4,44,68,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08067,Blagny,3,44,1190,0.00 %,0.00 %,99.30 %,0.70 %,,,,
08069,Blanchefosse-et-Bay,4,44,151,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08070,Blanzy-la-Salonnaise,3,44,344,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08071,Blombay,4,44,139,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08073,Bossus-lès-Rumigny,4,44,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08074,Bouconville,4,44,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08075,Boult-aux-Bois,4,44,138,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08076,Boulzicourt,3,44,958,0.00 %,0.00 %,99.90 %,0.10 %,,,,
08077,Bourcq,4,44,52,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08078,Bourg-Fidèle,3,44,862,0.00 %,0.00 %,96.40 %,3.60 %,,,,
08080,Bouvellemont,4,44,121,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08081,Bogny-sur-Meuse,2,44,5100,0.00 %,90.76 %,8.85 %,0.39 %,,,,
08082,Brécy-Brières,4,44,76,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08083,Brévilly,3,44,367,0.00 %,0.00 %,99.23 %,0.77 %,,,,
08084,Brienne-sur-Aisne,3,44,258,0.00 %,0.00 %,96.15 %,3.85 %,,,,
08085,Brieulles-sur-Bar,4,44,217,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08086,Briquenay,4,44,98,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08087,Brognon,4,44,148,0.00 %,0.00 %,2.90 %,97.10 %,,,,
08088,Bulson,4,44,134,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08089,Buzancy,3,44,348,0.00 %,0.00 %,90.51 %,9.49 %,,,,
08090,Carignan,3,44,2885,0.00 %,0.00 %,99.55 %,0.45 %,,,,
08092,Cauroy,4,44,189,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08094,Cernion,4,44,58,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08095,Chagny,4,44,184,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08096,Chalandry-Elaire,3,44,669,0.00 %,0.00 %,99.59 %,0.41 %,,,,
08097,Challerange,3,44,447,0.00 %,0.00 %,97.78 %,2.22 %,,,,
08098,Champigneulle,4,44,59,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08099,Champigneul-sur-Vence,4,44,122,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08100,Champlin,4,44,71,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08101,La Chapelle,4,44,178,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08102,Chappes,4,44,101,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08103,Charbogne,4,44,225,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08104,Chardeny,4,44,55,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08105,Charleville-Mézières,2,44,46428,0.00 %,99.40 %,0.56 %,0.04 %,,,,
08106,Charnois,3,44,77,0.00 %,0.00 %,85.71 %,14.29 %,,,,
08107,Château-Porcien,3,44,1367,0.00 %,0.00 %,98.68 %,1.32 %,,,,
08109,Chatel-Chéhéry,4,44,146,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08110,Le Châtelet-sur-Sormonne,4,44,160,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08111,Le Châtelet-sur-Retourne,3,44,794,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08113,Chaumont-Porcien,3,44,485,0.00 %,0.00 %,73.19 %,26.81 %,,,,
08115,Chémery-Chéhéry,3,44,578,0.00 %,0.00 %,54.60 %,45.40 %,,,,
08116,Bairon et ses environs,3,44,1041,0.00 %,0.00 %,84.44 %,15.56 %,,,,
08117,Chesnois-Auboncourt,4,44,169,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08119,Cheveuges,3,44,430,0.00 %,0.00 %,98.39 %,1.61 %,,,,
08120,Chevières,4,44,45,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08121,Chilly,4,44,143,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08122,Chooz,3,44,745,0.00 %,0.00 %,97.34 %,2.66 %,,,,
08123,Chuffilly-Roche,4,44,75,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08124,Clavy-Warby,3,44,348,0.00 %,0.00 %,89.40 %,10.60 %,,,,
08125,Cliron,3,44,377,0.00 %,0.00 %,98.72 %,1.28 %,,,,
08126,Condé-lès-Herpy,3,44,217,0.00 %,0.00 %,98.20 %,1.80 %,,,,
08128,Condé-lès-Autry,4,44,67,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08130,Contreuve,4,44,80,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08131,Cornay,4,44,63,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08132,Corny-Machéroménil,4,44,193,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08133,Coucy,4,44,505,0.00 %,0.00 %,43.64 %,56.36 %,,,,
08134,Coulommes-et-Marqueny,4,44,83,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08135,La Croix-aux-Bois,4,44,149,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08136,Daigny,3,44,349,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08137,Damouzy,3,44,447,0.00 %,0.00 %,88.52 %,11.48 %,,,,
08138,Les Deux-Villes,4,44,254,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08139,Deville,3,44,1041,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08140,Dom-le-Mesnil,3,44,1087,0.00 %,0.00 %,99.59 %,0.41 %,,,,
08141,Dommery,4,44,181,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08142,Donchery,3,44,2087,0.00 %,0.00 %,98.67 %,1.33 %,,,,
08143,Doumely-Bégny,4,44,76,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08144,Doux,4,44,100,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08145,Douzy,3,44,2167,0.00 %,0.00 %,86.94 %,13.06 %,,,,
08146,Draize,4,44,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08147,Dricourt,4,44,84,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08148,L'Écaille,4,44,275,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08149,L'Échelle,4,44,137,0.00 %,0.00 %,16.06 %,83.94 %,,,,
08150,Écly,4,44,176,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08151,Écordal,4,44,324,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08153,Escombres-et-le-Chesnois,3,44,349,0.00 %,0.00 %,95.27 %,4.73 %,,,,
08154,Estrebay,4,44,74,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08155,Étalle,4,44,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08156,Éteignières,3,44,516,0.00 %,0.00 %,95.89 %,4.11 %,,,,
08158,Étrépigny,4,44,291,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08159,Euilly-et-Lombut,4,44,114,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08160,Évigny,4,44,190,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08161,Exermont,4,44,42,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08162,Fagnon,3,44,342,0.00 %,0.00 %,98.32 %,1.68 %,,,,
08163,Faissault,4,44,251,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08164,Falaise,3,44,331,0.00 %,0.00 %,99.10 %,0.90 %,,,,
08165,Faux,4,44,57,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08166,Fépin,4,44,265,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08167,La Férée,4,44,83,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08168,La Ferté-sur-Chiers,4,44,172,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08169,Flaignes-Havys,4,44,121,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08170,Fleigneux,4,44,202,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08171,Fléville,4,44,97,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08172,Fligny,3,44,185,0.00 %,0.00 %,97.60 %,2.40 %,,,,
08173,Flize,3,44,1723,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08174,Floing,2,44,2349,0.00 %,99.25 %,0.00 %,0.75 %,,,,
08175,Foisches,4,44,204,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08176,Fossé,4,44,54,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08178,Fraillicourt,4,44,189,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08179,Francheval,3,44,609,0.00 %,0.00 %,98.86 %,1.14 %,,,,
08180,La Francheville,2,44,1685,0.00 %,85.87 %,12.84 %,1.28 %,,,,
08182,Le Fréty,4,44,58,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08183,Fromelennes,2,44,1038,0.00 %,84.65 %,14.73 %,0.62 %,,,,
08184,Fromy,3,44,82,0.00 %,0.00 %,100.00 %,0.00 %,,,,
08185,Fumay,3,44,3481,0.00 %,0.00 %,99.73 %,0.27 %,,,,
08186,Germont,4,44,48,0.00 %,0.00 %,0.00 %,100.00 %,,,,
08187,Gernelle,3,44,313,0.00 %,0.00 %,97.85 %,2.15 %,,,,
08188,Gespunsart,3,44,1057,0.00 %,0.00 %,98.53 %,1.47 %,,,,
08189,Girondelle,4,44,153,0.00 %,0.00 %,5.14 %,94.86 %,,,,
08190,Givet,2,44,6749,0.00 %,92.99 %,6.59 %,0.42 %,,,,
