numero_uai,denomination_principale,dénomination complémentaire,code_postal_uai,localité_acheminement,departement,nature_uai,nature libellé,Ministère tutelle 
0134071E,ANTENNE DE CFA,LP SAINTE-ELISABETH (UFA),13240,SEPTEMES LES VALLONS,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134072F,ANTENNE DE CFA,LP SAINT-HENRI,13016,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134073G,ANTENNE DE CFA,UFA AU LP DON BOSCO MARSEILE,13006,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134074H,ANTENNE DE CFA,LP COLBERT (UFA),13007,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134075J,ANTENNE DE CFA,MFR GARACHON ANNEXE CFA REGION,13410,LAMBESC,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134083T,ANTENNE DE CFA,UFA PASTRE-GRANDE BASTIDE,13009,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134091B,ANTENNE DE CFA,CEPDA LA REMUSADE,13011,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134092C,ANTENNE DE CFA,HANDESTAU,13016,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134093D,ANTENNE DE CFA,METIERS DE LA POSTE CESI AIX,13545,AIX EN PROVENCE CEDEX 4,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134110X,ANTENNE DE CFA,ANTENNE DU CFA  INTERPRO AU LY,13100,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134113A,ANTENNE DE CFA,AMU FACULTE DE DROIT MARSEILLE,13001,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134114B,ANTENNE DE CFA,AMU INSTITUT DROIT DES TRANSPO,13080,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134115C,ANTENNE DE CFA,AMU CENTRE D'ETUDES FISCALES E,13090,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134116D,ANTENNE DE CFA,AMU  ST CHARLES AMENAGEMENT DU,13003,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134117E,ANTENNE DE CFA,AMU FACULTÉ D'ECONOMIE GESTION,13001,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134118F,ANTENNE DE CFA,AMU IUP MIAGE AIX-EN-PROVENCE,13627,AIX EN PROVENCE CEDEX 1,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134123L,ANTENNE DE CFA,FUTUROSUD INFA DE MARSEILLE,13009,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134124M,ANTENNE DE CFA,FUTUROSUD COMITÉ DE RUGBY DE B,13130,BERRE L ETANG,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134125N,ANTENNE DE CFA,LEONARD DE VINCI (CFAI),13007,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134127R,ANTENNE DE CFA,SFSPMA DE MARSEILLE,13001,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134143H,ANTENNE DE CFA SANTE,IFRSS HOUPHOUET BOIGNY,13015,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE
0134144J,ANTENNE DE CFA,CFA BANQUE LT SULLY,13006,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134145K,ANTENNE DE CFA,CFA MEDD EMD ECOLE MANAGEMENT,13331,MARSEILLE CEDEX 03,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134146L,ANTENNE DE CFA,EPURE AMU INST MANGEMENT PUBLI,13100,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134148N,ANTENNE DE CFA,FUTUROSUD FÉDÉRATION DE RUGBY,13090,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134149P,ANTENNE DE CFA,METIERS POSTE AFPA ISTRES,13118,ISTRES,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134150R,ANTENNE DE CFA,FUTUROSUD LYCÉE COCTEAU,13140,MIRAMAS,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134152T,ANTENNE DE CFA,METIERS DE LA POSTE ANTENNE CE,13545,AIX EN PROVENCE CEDEX 4,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134153U,ANTENNE DE CFA,SESSAD  LE CHEMIN,13015,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134184C,ANTENNE DE CFA,FUTUROSUD HFM LIGUE PROVENCE A,13090,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134185D,ANTENNE DE CFA,FUTUROSUD LIGUE PACA DE JUDO,13001,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134228A,ANTENNE CFA CERFA,IFRSS IFA APHM AMBULANCIER,13015,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE
0134236J,ANTENNE DE CFA,METIERS DE LA POSTE FORMAPOSTE,13010,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134241P,ANTENNE DE CFA,MÉTIERS DE LA POSTELYCÉE JOLIO,13400,AUBAGNE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134246V,ANTENNE DE CFA,FUTUROSUD LIGUE PACA DE NATATI,13004,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134247W,ANTENNE DE CFA,FUTUROSUD LIGUE MEDITERRANNÉE,13290,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134258H,ANTENNE DE CFA,MFR PACA LA MONTAGNETTE BARBEN,13570,BARBENTANE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134259J,ANTENNE DE CFA,MFR PACA DOMAINE DE BEAUCHAMP,13630,EYRAGUES,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134261L,ANTENNE DE CFA,MFR PACA PUYLOUBIER,13114,PUYLOUBIER,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134262M,ANTENNE DE CFA,EPURE MED AMU FACULTE DES SCIE,13288,MARSEILLE CEDEX 09,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134263N,ANTENNE DE CFA,EPURE MED AMU FACULTE DE DROIT,13100,AIX EN PROVENCE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134264P,ANTENNE DE CFA,EPURE MED AMU IUT LA CIOTAT,13708,LA CIOTAT CEDEX,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134265R,ANTENNE DE CFA,EPURE MED AMU IUT DE SALON DE,13658,SALON DE PROVENCE CEDEX,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0134266S,ANTENNE DE CFA,EPURE MED AMU ANTENNE IUT LUMI,13009,MARSEILLE,013,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0142215G,ANTENNE DE CFA,PROMOTRANS NORMANDIE,14120,MONDEVILLE,014,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0142387U,ANTENNE DE CFA,COMPAGNONS DU DEVOIR,14000,CAEN,014,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0142405N,ANTENNE CFA REGIONAL MFR,MALTOT,14930,MALTOT,014,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0142430R,ANTENNE DE CFA,ANT CFAI SITE DE VIRE,14500,VIRE NORMANDIE,014,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0150782U,ANNEXE DE CFA,,15100,ST FLOUR,015,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0150787Z,ANTENNE CFAS AUVERGNE,AURILLAC,15005,AURILLAC CEDEX,015,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0161179V,ANNEXE DE CFA,,16300,SALLES DE BARBEZIEUX,016,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0161190G,ANTENNE DE L'ISLE D'ESPAGNAC,COMPAGNONS DU DEVOIR,16340,L ISLE D ESPAGNAC,016,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0161216K,ANTENNE DE L'ISLE D'ESPAGNAC,CFAI PC,16340,L ISLE D ESPAGNAC,016,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0171430M,ANNEXE DE CFA,ENILIA,17700,SURGERES,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0171574U,ANNEXE DE CFA,,17119,SAINTES CEDEX,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0171575V,ANNEXE DE CFA,JONZAC,17500,ST GERMAIN DE LUSIGNAN,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0171576W,ANNEXE DE CFA,,17560,BOURCEFRANC LE CHAPUS,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0171610H,ANTENNE DE ROCHEFORT,INSTITUT DE FORMATION AMBULANC,17300,ROCHEFORT,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0171625Z,ANTENNE DE CHATELAILLON-PLAGE,CFAI PC,17340,CHATELAILLON PLAGE,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0171627B,ANTENNE DE ROCHEFORT,CFAI PC,17300,ROCHEFORT,017,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180795S,CTR DE FORMATION D APPRENTIS,CTRE FORM.PROF.ADULTES,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180878G,ANTENNE DU CFA AFTEC,LYC ST JEAN BAPTIST,18020,BOURGES CEDEX,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180886R,ANTENNE DU CFA PHARMACIE,ANTENNE EMPLOYES EN PHARMACIE,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180889U,CTR DE FORMATION D APPRENTIS,ANTENNE CFA COMPAGNONS DEVOIR,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180924G,CENTRE FORM APPRENTIS,ANTENNE CFAAD DU CHER,18200,ST AMAND MONTROND,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0180949J,ANTENNE DU CFA,CFAI ANT. BOURGES,18021,BOURGES CEDEX,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180951L,ANTENNE DE CFA,BANQUE-FINANCE,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180952M,ANTENNE DE CFA,CFA DES UNIVERSITÉS,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180971H,ANTENNE DE CFA,CFAI ANT IUT GMP 18,18001,BOURGES CEDEX,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180972J,ANTENNE DE CFA,,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180981U,ANTENNE DE CFA,ANTENNE FORMASAT,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180982V,E.R.T.S. BOURGES,ANT CFA SANITAIRE ET SOCIAL,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE
0180984X,IFSI DE LA CROIX ROUGE,ANT CFA SANITAIRE ET SOCIAL,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE
0180985Y,ANTENNE DE CFA,PROMOTRANS-CENTRE VAL DE LOIRE,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0180986Z,ANTENNE DE CFA,CFA DES UNIVERSITES,18000,BOURGES,018,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0190722G,UFA PRES LP LAVOISIER,UFA PRES LP LAVOISIER,19101,BRIVE LA GAILLARDE CEDEX,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0190770J,UFA SIMONE VEIL,UFA SIMONE VEIL,19100,BRIVE LA GAILLARDE,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0190863K,CTR DE FORMATION D APPRENTIS,REGIONAL BAT ET TP S. JOYEUX,19300,EGLETONS,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0195020D,ANTENNE DE CFA,CFA ENS SUP LIMOUSIN,19100,BRIVE LA GAILLARDE,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0195053P,ANNEXE DE CFA,,19250,MEYMAC,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0195058V,ANTENNE DE CFA,,19160,NEUVIC,019,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0211981P,ANT CFA,CFA QUÉTIGNY PLOMBIÈRES LES D,21370,PLOMBIERES LES DIJON,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212001L,ANTENNE DE CFA,CFAI 21-71,21017,DIJON CEDEX,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0212178D,ANTENNE DU CFA,LA NOUE,21200,BEAUNE,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0212179E,ANTENNE CFA AGRICOLE,DES MFR DE BOURGOGNE,21450,BAIGNEUX LES JUIFS,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212180F,ANTENNE CFA AGRICOLE,DES MFR DE BOURGOGNE,21110,FAUVERNEY,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212182H,ANTENNE CFA AGRICOLE,DES MFR DE BOURGOGNE,21140,SEMUR EN AUXOIS,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212193V,CFA REGIONAL,CIRFAP PLASTURGIE,21000,DIJON,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0212206J,ANTENNE DE CFA REGIONAL,,21800,QUETIGNY,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212209M,ANTENNE DE RUFFEY LES BEAUNE,DU CFA REGIONAL DES MFR,21200,RUFFEY LES BEAUNE,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212238U,ANT LIERNAIS,CFA MFR BOURGOGNE,21430,LIERNAIS,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0212239V,MAISON FAMILIALE RURALE AGENCO,,21700,AGENCOURT,021,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221071V,ANNEXE DE CENTRE DE FORMATION,CMA 22,22100,AUCALEUC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221878X,ANTENNE CFA AGRICOLE PRIVE,AGAEAPB  ECB,22450,LA ROCHE JAUDY,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0221882B,ANTENNE CFA AGRICOLE PRIVE,METIERS PRODUC AGRIC    UNREP,22400,QUINTENIC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0221889J,ANNEXE DE CFA,CFA EN DINAN F.DES EAUX,22102,DINAN CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221900W,ANNEXE DE CFA,CFA EN QUINTIN LP J. MONNET,22800,QUINTIN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221909F,ANTENNE CFA AGRICOLE PRIVE,AGAEAPB  ECB,22003,ST BRIEUC CEDEX 1,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221910G,ANNEXE DE CFA AFPE MORLAIX,ARFASS,22070,ST BRIEUC CEDEX 3,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221929C,ANNEXE DE CFA,CFA EN LP ROSTRENEN,22110,ROSTRENEN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221944U,ANTENNE DE CFA,LYCEE FELIX LE DANTEC CFAI,22303,LANNION CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221949Z,ANTENNE DE CFA,CCI SAINT-BRIEUC - PFIT,22005,ST BRIEUC CEDEX 1,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221950A,ANT. CFA PAIMPOL LP MARITIME,CEFCM,22500,PAIMPOL,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221982K,ANTENNE DE CFA,RENNES 1 PFIT,22305,LANNION CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221983L,ANT. DE CFA AVIPOLE FORMATION,IFRIA,22440,PLOUFRAGAN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0221984M,ANTENNE DE CFA,CFA CNEAP,22450,LA ROCHE JAUDY,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221989T,ANTENNE DE CFA,CCI SAINT-BRIEUC PFIT,22440,PLOUFRAGAN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221992W,ANTENNE DE CFA,SAINT ILAN - ECB,22360,LANGUEUX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0221996A,ANTENNE DE CFA LE DANTEC,ANTENNE CFA EN LE DANTEC-LANNI,22300,LANNION,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0221997B,ANTENNE DE CFA,PFIT,22440,PLOUFRAGAN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222001F,ANTENNE CFA UNIVERSITAIRE,IUT LANNION,22300,LANNION,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222002G,ANTENNE DE CFA,ARFASS - IFSO GUINGAMP,22200,GUINGAMP,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222003H,ANTENNE DE CFA,DIFCAM - IUT DE SAINT BRIEUC,22004,ST BRIEUC CEDEX 1,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222008N,ANT CFA AGRI,DE MERDRIGNAC-GUINGAMP,22200,GUINGAMP,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0222009P,ANTENNE CFA UNIVERSITAIRE,,22000,ST BRIEUC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222010R,ANT LOUDÉAC,CFA RÉGIONAL DES MFR,22600,LOUDEAC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0222012T,ANTENNE DE CFA,LAMBALLE-AVRIL,22402,LAMBALLE CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222013U,ANTENNE DE CFA,TREGUIER-SAVINA,22220,TREGUIER,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222014V,ANTENNE DE CFA,SAINT-BRIEUC - CHAPTAL,22015,ST BRIEUC CEDEX 1,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222017Y,ANTENNE DE CFA,UNIV BRET SUD LANNION,22305,LANNION CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222018Z,ANTENNE DE CFA,CFA AIFAB GUINGAMP,22201,GUINGAMP CEDEX,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222019A,ANTENNE DE CFA,CFA ECB LANNION,22300,LANNION,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222020B,ANTENNE DE CFA,PROMOTRANS YFFINIAC,22120,YFFINIAC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222023E,ANTENNE DE CFA,ARFASS - IFAS-FSEP PLÉRIN,22190,PLERIN,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222024F,ANTENNE DE CFA,AFTRAL PLAINTEL,22940,PLAINTEL,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222025G,ANTENNE DE CFA,CMA 22 (CCI SAINT-BRIEUC),22000,ST BRIEUC,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222026H,ANTENNE DE CFA,DANTEC LANNION,22300,LANNION,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0222029L,ANTENNE DE CFA,ECB - MONTBAREIL GUINGAMP,22200,GUINGAMP,022,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0230493L,UFA DELPHINE GAY,PRES LP DELPHINE GAY,23400,BOURGANEUF,023,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0230581G,UFA,UFA FELLETIN,23500,FELLETIN,023,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0230595X,ANTENNE DU CFA DE LA CREUSE,DUN LE PALESTEL,23800,DUN LE PALESTEL,023,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0230599B,ANNEXE DE CFA,,23400,BOURGANEUF,023,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0241177Z,CTR DE FORMATION D APPRENTIS,COMPAGNONS DU DEVOIR,24650,CHANCELADE,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0241204D,ANTENNE DE CFA,CFAI AQUITAINE PÉRIGUEUX,24660,COULOUNIEIX CHAMIERS,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0241242V,ANTENNE CFA,CIFA PME,24000,PERIGUEUX,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0241253G,ANTENNE DE CFA,ESAAL,24750,BOULAZAC,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
0241257L,ANTENNE CFA DE LA DORDOGNE,ANTENNE DE MONBAZILLAC,24240,MONBAZILLAC,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0241267X,ANT CFA IFRIA AQUITAINE,IFRIA LEGTA D'AVIGNON,24660,COULOUNIEIX CHAMIERS,024,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0251730V,CTR FORMATION APPRENTIS,AGROALIMENTAIRE MAMIROLLE,25620,MAMIROLLE,025,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE
0251894Y,ANTENNE DE CFA,METALLURGIE EXINCOURT,25400,EXINCOURT,025,620,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE
